INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_TYPE,ANC_TYPE,XML_DATA_ITEM,MARKET_RUN_ID,MW,ANC_REGION,OPR_INTERVAL,GROUP,OPR_TM,,,,,,
2019-07-08T11:30:00-00:00,2019-07-08T11:45:00-00:00,7/8/2019,5,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,8,19,,,,,,
2019-07-08T11:45:00-00:00,2019-07-08T12:00:00-00:00,7/8/2019,5,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,4,8,20,,,,,,
2019-07-08T12:00:00-00:00,2019-07-08T12:15:00-00:00,7/8/2019,6,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,8,21,,,,,,
2019-07-08T12:15:00-00:00,2019-07-08T12:30:00-00:00,7/8/2019,6,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,22,,,,,,
2019-07-08T12:30:00-00:00,2019-07-08T12:45:00-00:00,7/8/2019,6,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,23,,,,,,
2019-07-08T12:45:00-00:00,2019-07-08T13:00:00-00:00,7/8/2019,6,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,24,,,,,,
2019-07-08T13:00:00-00:00,2019-07-08T13:15:00-00:00,7/8/2019,7,interval,RD,RD_CLR_PRC,RTM,3.79,AS_CAISO_EXP,1,8,25,,,,,,
2019-07-08T13:15:00-00:00,2019-07-08T13:30:00-00:00,7/8/2019,7,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,26,,,,,,
2019-07-08T13:30:00-00:00,2019-07-08T13:45:00-00:00,7/8/2019,7,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,27,,,,,,
2019-07-08T13:45:00-00:00,2019-07-08T14:00:00-00:00,7/8/2019,7,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,28,,,,,,
2019-07-08T14:00:00-00:00,2019-07-08T14:15:00-00:00,7/8/2019,8,interval,RD,RD_CLR_PRC,RTM,3.79,AS_CAISO_EXP,1,8,29,,,,,,
2019-07-08T14:15:00-00:00,2019-07-08T14:30:00-00:00,7/8/2019,8,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,30,,,,,,
2019-07-08T14:30:00-00:00,2019-07-08T14:45:00-00:00,7/8/2019,8,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,31,,,,,,
2019-07-08T14:45:00-00:00,2019-07-08T15:00:00-00:00,7/8/2019,8,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,32,,,,,,
2019-07-08T15:00:00-00:00,2019-07-08T15:15:00-00:00,7/8/2019,9,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,8,33,,,,,,
2019-07-08T15:15:00-00:00,2019-07-08T15:30:00-00:00,7/8/2019,9,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,34,,,,,,
2019-07-08T15:30:00-00:00,2019-07-08T15:45:00-00:00,7/8/2019,9,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,35,,,,,,
2019-07-08T15:45:00-00:00,2019-07-08T16:00:00-00:00,7/8/2019,9,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,36,,,,,,
2019-07-08T16:00:00-00:00,2019-07-08T16:15:00-00:00,7/8/2019,10,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,8,37,,,,,,
2019-07-08T16:15:00-00:00,2019-07-08T16:30:00-00:00,7/8/2019,10,interval,RD,RD_CLR_PRC,RTM,3.79,AS_CAISO_EXP,2,8,38,,,,,,
2019-07-08T16:30:00-00:00,2019-07-08T16:45:00-00:00,7/8/2019,10,interval,RD,RD_CLR_PRC,RTM,3.79,AS_CAISO_EXP,3,8,39,,,,,,
2019-07-08T16:45:00-00:00,2019-07-08T17:00:00-00:00,7/8/2019,10,interval,RD,RD_CLR_PRC,RTM,3.79,AS_CAISO_EXP,4,8,40,,,,,,
2019-07-08T17:00:00-00:00,2019-07-08T17:15:00-00:00,7/8/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,8,41,,,,,,
2019-07-08T17:15:00-00:00,2019-07-08T17:30:00-00:00,7/8/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,42,,,,,,
2019-07-08T17:30:00-00:00,2019-07-08T17:45:00-00:00,7/8/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,43,,,,,,
2019-07-08T17:45:00-00:00,2019-07-08T18:00:00-00:00,7/8/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,44,,,,,,
2019-07-08T18:00:00-00:00,2019-07-08T18:15:00-00:00,7/8/2019,12,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,8,45,,,,,,
2019-07-08T18:15:00-00:00,2019-07-08T18:30:00-00:00,7/8/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,46,,,,,,
2019-07-08T18:30:00-00:00,2019-07-08T18:45:00-00:00,7/8/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,47,,,,,,
2019-07-08T18:45:00-00:00,2019-07-08T19:00:00-00:00,7/8/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,48,,,,,,
2019-07-08T19:00:00-00:00,2019-07-08T19:15:00-00:00,7/8/2019,13,interval,RD,RD_CLR_PRC,RTM,3.79,AS_CAISO_EXP,1,8,49,,,,,,
2019-07-08T19:15:00-00:00,2019-07-08T19:30:00-00:00,7/8/2019,13,interval,RD,RD_CLR_PRC,RTM,3.79,AS_CAISO_EXP,2,8,50,,,,,,
2019-07-08T19:30:00-00:00,2019-07-08T19:45:00-00:00,7/8/2019,13,interval,RD,RD_CLR_PRC,RTM,3.79,AS_CAISO_EXP,3,8,51,,,,,,
2019-07-08T19:45:00-00:00,2019-07-08T20:00:00-00:00,7/8/2019,13,interval,RD,RD_CLR_PRC,RTM,3.79,AS_CAISO_EXP,4,8,52,,,,,,
2019-07-08T20:00:00-00:00,2019-07-08T20:15:00-00:00,7/8/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,8,53,,,,,,
2019-07-08T20:15:00-00:00,2019-07-08T20:30:00-00:00,7/8/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,54,,,,,,
2019-07-08T20:30:00-00:00,2019-07-08T20:45:00-00:00,7/8/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,55,,,,,,
2019-07-08T20:45:00-00:00,2019-07-08T21:00:00-00:00,7/8/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,56,,,,,,
2019-07-08T21:00:00-00:00,2019-07-08T21:15:00-00:00,7/8/2019,15,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,8,57,,,,,,
2019-07-08T21:15:00-00:00,2019-07-08T21:30:00-00:00,7/8/2019,15,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,58,,,,,,
2019-07-08T21:30:00-00:00,2019-07-08T21:45:00-00:00,7/8/2019,15,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,59,,,,,,
2019-07-08T21:45:00-00:00,2019-07-08T22:00:00-00:00,7/8/2019,15,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,60,,,,,,
2019-07-08T22:00:00-00:00,2019-07-08T22:15:00-00:00,7/8/2019,16,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,8,61,,,,,,
2019-07-08T22:15:00-00:00,2019-07-08T22:30:00-00:00,7/8/2019,16,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,62,,,,,,
2019-07-08T22:30:00-00:00,2019-07-08T22:45:00-00:00,7/8/2019,16,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,63,,,,,,
2019-07-08T22:45:00-00:00,2019-07-08T23:00:00-00:00,7/8/2019,16,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,64,,,,,,
2019-07-08T23:00:00-00:00,2019-07-08T23:15:00-00:00,7/8/2019,17,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,8,65,,,,,,
2019-07-08T23:15:00-00:00,2019-07-08T23:30:00-00:00,7/8/2019,17,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,66,,,,,,
2019-07-08T23:30:00-00:00,2019-07-08T23:45:00-00:00,7/8/2019,17,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,67,,,,,,
2019-07-08T23:45:00-00:00,2019-07-09T00:00:00-00:00,7/8/2019,17,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,68,,,,,,
2019-07-09T00:00:00-00:00,2019-07-09T00:15:00-00:00,7/8/2019,18,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,8,69,,,,,,
2019-07-09T00:15:00-00:00,2019-07-09T00:30:00-00:00,7/8/2019,18,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,70,,,,,,
2019-07-09T00:30:00-00:00,2019-07-09T00:45:00-00:00,7/8/2019,18,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,71,,,,,,
2019-07-09T00:45:00-00:00,2019-07-09T01:00:00-00:00,7/8/2019,18,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,72,,,,,,
2019-07-09T01:00:00-00:00,2019-07-09T01:15:00-00:00,7/8/2019,19,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,8,73,,,,,,
2019-07-09T01:15:00-00:00,2019-07-09T01:30:00-00:00,7/8/2019,19,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,74,,,,,,
2019-07-09T01:30:00-00:00,2019-07-09T01:45:00-00:00,7/8/2019,19,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,75,,,,,,
2019-07-09T01:45:00-00:00,2019-07-09T02:00:00-00:00,7/8/2019,19,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,76,,,,,,
2019-07-09T02:00:00-00:00,2019-07-09T02:15:00-00:00,7/8/2019,20,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,8,77,,,,,,
2019-07-09T02:15:00-00:00,2019-07-09T02:30:00-00:00,7/8/2019,20,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,78,,,,,,
2019-07-09T02:30:00-00:00,2019-07-09T02:45:00-00:00,7/8/2019,20,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,79,,,,,,
2019-07-09T02:45:00-00:00,2019-07-09T03:00:00-00:00,7/8/2019,20,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,80,,,,,,
2019-07-09T03:00:00-00:00,2019-07-09T03:15:00-00:00,7/8/2019,21,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,8,81,,,,,,
2019-07-09T03:15:00-00:00,2019-07-09T03:30:00-00:00,7/8/2019,21,interval,RD,RD_CLR_PRC,RTM,10.01,AS_CAISO_EXP,2,8,82,,,,,,
2019-07-09T03:30:00-00:00,2019-07-09T03:45:00-00:00,7/8/2019,21,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,8,83,,,,,,
2019-07-09T03:45:00-00:00,2019-07-09T04:00:00-00:00,7/8/2019,21,interval,RD,RD_CLR_PRC,RTM,10.01,AS_CAISO_EXP,4,8,84,,,,,,
2019-07-09T04:00:00-00:00,2019-07-09T04:15:00-00:00,7/8/2019,22,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,8,85,,,,,,
2019-07-09T04:15:00-00:00,2019-07-09T04:30:00-00:00,7/8/2019,22,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,86,,,,,,
2019-07-09T04:30:00-00:00,2019-07-09T04:45:00-00:00,7/8/2019,22,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,87,,,,,,
2019-07-09T04:45:00-00:00,2019-07-09T05:00:00-00:00,7/8/2019,22,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,88,,,,,,
2019-07-09T05:00:00-00:00,2019-07-09T05:15:00-00:00,7/8/2019,23,interval,RD,RD_CLR_PRC,RTM,4.66534,AS_CAISO_EXP,1,8,89,,,,,,
2019-07-09T05:15:00-00:00,2019-07-09T05:30:00-00:00,7/8/2019,23,interval,RD,RD_CLR_PRC,RTM,7.5,AS_CAISO_EXP,2,8,90,,,,,,
2019-07-09T05:30:00-00:00,2019-07-09T05:45:00-00:00,7/8/2019,23,interval,RD,RD_CLR_PRC,RTM,7.5,AS_CAISO_EXP,3,8,91,,,,,,
2019-07-09T05:45:00-00:00,2019-07-09T06:00:00-00:00,7/8/2019,23,interval,RD,RD_CLR_PRC,RTM,9.3716,AS_CAISO_EXP,4,8,92,,,,,,
2019-07-09T06:00:00-00:00,2019-07-09T06:15:00-00:00,7/8/2019,24,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,8,93,,,,,,
2019-07-09T06:15:00-00:00,2019-07-09T06:30:00-00:00,7/8/2019,24,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,8,94,,,,,,
2019-07-09T06:30:00-00:00,2019-07-09T06:45:00-00:00,7/8/2019,24,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,95,,,,,,
2019-07-09T06:45:00-00:00,2019-07-09T07:00:00-00:00,7/8/2019,24,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,96,,,,,,
2019-07-09T07:00:00-00:00,2019-07-09T07:15:00-00:00,7/9/2019,1,interval,RD,RD_CLR_PRC,RTM,3,AS_CAISO_EXP,1,9,1,,,,,,
2019-07-09T07:15:00-00:00,2019-07-09T07:30:00-00:00,7/9/2019,1,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,2,,,,,,
2019-07-09T07:30:00-00:00,2019-07-09T07:45:00-00:00,7/9/2019,1,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,3,,,,,,
2019-07-09T07:45:00-00:00,2019-07-09T08:00:00-00:00,7/9/2019,1,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,4,,,,,,
2019-07-09T08:00:00-00:00,2019-07-09T08:15:00-00:00,7/9/2019,2,interval,RD,RD_CLR_PRC,RTM,8,AS_CAISO_EXP,1,9,5,,,,,,
2019-07-09T08:15:00-00:00,2019-07-09T08:30:00-00:00,7/9/2019,2,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,6,,,,,,
2019-07-09T08:30:00-00:00,2019-07-09T08:45:00-00:00,7/9/2019,2,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,7,,,,,,
2019-07-09T08:45:00-00:00,2019-07-09T09:00:00-00:00,7/9/2019,2,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,8,,,,,,
2019-07-09T09:00:00-00:00,2019-07-09T09:15:00-00:00,7/9/2019,3,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,9,9,,,,,,
2019-07-09T09:15:00-00:00,2019-07-09T09:30:00-00:00,7/9/2019,3,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,10,,,,,,
2019-07-09T09:30:00-00:00,2019-07-09T09:45:00-00:00,7/9/2019,3,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,11,,,,,,
2019-07-09T09:45:00-00:00,2019-07-09T10:00:00-00:00,7/9/2019,3,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,12,,,,,,
2019-07-09T10:00:00-00:00,2019-07-09T10:15:00-00:00,7/9/2019,4,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,13,,,,,,
2019-07-09T10:15:00-00:00,2019-07-09T10:30:00-00:00,7/9/2019,4,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,14,,,,,,
2019-07-09T10:30:00-00:00,2019-07-09T10:45:00-00:00,7/9/2019,4,interval,RD,RD_CLR_PRC,RTM,1.67,AS_CAISO_EXP,3,9,15,,,,,,
2019-07-09T10:45:00-00:00,2019-07-09T11:00:00-00:00,7/9/2019,4,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,16,,,,,,
2019-07-09T11:00:00-00:00,2019-07-09T11:15:00-00:00,7/9/2019,5,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,17,,,,,,
2019-07-09T11:15:00-00:00,2019-07-09T11:30:00-00:00,7/9/2019,5,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,18,,,,,,
2019-07-09T11:30:00-00:00,2019-07-09T11:45:00-00:00,7/9/2019,5,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,19,,,,,,
2019-07-09T11:45:00-00:00,2019-07-09T12:00:00-00:00,7/9/2019,5,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,20,,,,,,
2019-07-09T12:00:00-00:00,2019-07-09T12:15:00-00:00,7/9/2019,6,interval,RD,RD_CLR_PRC,RTM,115.44196,AS_CAISO_EXP,1,9,21,,,,,,
2019-07-09T12:15:00-00:00,2019-07-09T12:30:00-00:00,7/9/2019,6,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,22,,,,,,
2019-07-09T12:30:00-00:00,2019-07-09T12:45:00-00:00,7/9/2019,6,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,23,,,,,,
2019-07-09T12:45:00-00:00,2019-07-09T13:00:00-00:00,7/9/2019,6,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,24,,,,,,
2019-07-09T13:00:00-00:00,2019-07-09T13:15:00-00:00,7/9/2019,7,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,25,,,,,,
2019-07-09T13:15:00-00:00,2019-07-09T13:30:00-00:00,7/9/2019,7,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,26,,,,,,
2019-07-09T13:30:00-00:00,2019-07-09T13:45:00-00:00,7/9/2019,7,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,27,,,,,,
2019-07-09T13:45:00-00:00,2019-07-09T14:00:00-00:00,7/9/2019,7,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,28,,,,,,
2019-07-09T14:00:00-00:00,2019-07-09T14:15:00-00:00,7/9/2019,8,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,29,,,,,,
2019-07-09T14:15:00-00:00,2019-07-09T14:30:00-00:00,7/9/2019,8,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,30,,,,,,
2019-07-09T14:30:00-00:00,2019-07-09T14:45:00-00:00,7/9/2019,8,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,31,,,,,,
2019-07-09T14:45:00-00:00,2019-07-09T15:00:00-00:00,7/9/2019,8,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,32,,,,,,
2019-07-09T15:00:00-00:00,2019-07-09T15:15:00-00:00,7/9/2019,9,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,33,,,,,,
2019-07-09T15:15:00-00:00,2019-07-09T15:30:00-00:00,7/9/2019,9,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,34,,,,,,
2019-07-09T15:30:00-00:00,2019-07-09T15:45:00-00:00,7/9/2019,9,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,35,,,,,,
2019-07-09T15:45:00-00:00,2019-07-09T16:00:00-00:00,7/9/2019,9,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,36,,,,,,
2019-07-09T16:00:00-00:00,2019-07-09T16:15:00-00:00,7/9/2019,10,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,9,37,,,,,,
2019-07-09T16:15:00-00:00,2019-07-09T16:30:00-00:00,7/9/2019,10,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,38,,,,,,
2019-07-09T16:30:00-00:00,2019-07-09T16:45:00-00:00,7/9/2019,10,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,39,,,,,,
2019-07-09T16:45:00-00:00,2019-07-09T17:00:00-00:00,7/9/2019,10,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,40,,,,,,
2019-07-09T17:00:00-00:00,2019-07-09T17:15:00-00:00,7/9/2019,11,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,41,,,,,,
2019-07-09T17:15:00-00:00,2019-07-09T17:30:00-00:00,7/9/2019,11,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,2,9,42,,,,,,
2019-07-09T17:30:00-00:00,2019-07-09T17:45:00-00:00,7/9/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,43,,,,,,
2019-07-09T17:45:00-00:00,2019-07-09T18:00:00-00:00,7/9/2019,11,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,4,9,44,,,,,,
2019-07-09T18:00:00-00:00,2019-07-09T18:15:00-00:00,7/9/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,9,45,,,,,,
2019-07-09T18:15:00-00:00,2019-07-09T18:30:00-00:00,7/9/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,46,,,,,,
2019-07-09T18:30:00-00:00,2019-07-09T18:45:00-00:00,7/9/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,47,,,,,,
2019-07-09T18:45:00-00:00,2019-07-09T19:00:00-00:00,7/9/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,48,,,,,,
2019-07-09T19:00:00-00:00,2019-07-09T19:15:00-00:00,7/9/2019,13,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,49,,,,,,
2019-07-09T19:15:00-00:00,2019-07-09T19:30:00-00:00,7/9/2019,13,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,50,,,,,,
2019-07-09T19:30:00-00:00,2019-07-09T19:45:00-00:00,7/9/2019,13,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,51,,,,,,
2019-07-09T19:45:00-00:00,2019-07-09T20:00:00-00:00,7/9/2019,13,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,52,,,,,,
2019-07-09T20:00:00-00:00,2019-07-09T20:15:00-00:00,7/9/2019,14,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,53,,,,,,
2019-07-09T20:15:00-00:00,2019-07-09T20:30:00-00:00,7/9/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,54,,,,,,
2019-07-09T20:30:00-00:00,2019-07-09T20:45:00-00:00,7/9/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,55,,,,,,
2019-07-09T20:45:00-00:00,2019-07-09T21:00:00-00:00,7/9/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,56,,,,,,
2019-07-09T21:00:00-00:00,2019-07-09T21:15:00-00:00,7/9/2019,15,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,57,,,,,,
2019-07-09T21:15:00-00:00,2019-07-09T21:30:00-00:00,7/9/2019,15,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,58,,,,,,
2019-07-09T21:30:00-00:00,2019-07-09T21:45:00-00:00,7/9/2019,15,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,59,,,,,,
2019-07-09T21:45:00-00:00,2019-07-09T22:00:00-00:00,7/9/2019,15,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,60,,,,,,
2019-07-09T22:00:00-00:00,2019-07-09T22:15:00-00:00,7/9/2019,16,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,61,,,,,,
2019-07-09T22:15:00-00:00,2019-07-09T22:30:00-00:00,7/9/2019,16,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,62,,,,,,
2019-07-09T22:30:00-00:00,2019-07-09T22:45:00-00:00,7/9/2019,16,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,63,,,,,,
2019-07-09T22:45:00-00:00,2019-07-09T23:00:00-00:00,7/9/2019,16,interval,RD,RD_CLR_PRC,RTM,6.11,AS_CAISO_EXP,4,9,64,,,,,,
2019-07-09T23:00:00-00:00,2019-07-09T23:15:00-00:00,7/9/2019,17,interval,RD,RD_CLR_PRC,RTM,6.11,AS_CAISO_EXP,1,9,65,,,,,,
2019-07-09T23:15:00-00:00,2019-07-09T23:30:00-00:00,7/9/2019,17,interval,RD,RD_CLR_PRC,RTM,6.11,AS_CAISO_EXP,2,9,66,,,,,,
2019-07-09T23:30:00-00:00,2019-07-09T23:45:00-00:00,7/9/2019,17,interval,RD,RD_CLR_PRC,RTM,6.11,AS_CAISO_EXP,3,9,67,,,,,,
2019-07-09T23:45:00-00:00,2019-07-10T00:00:00-00:00,7/9/2019,17,interval,RD,RD_CLR_PRC,RTM,6.11,AS_CAISO_EXP,4,9,68,,,,,,
2019-07-10T00:00:00-00:00,2019-07-10T00:15:00-00:00,7/9/2019,18,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,69,,,,,,
2019-07-10T00:15:00-00:00,2019-07-10T00:30:00-00:00,7/9/2019,18,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,70,,,,,,
2019-07-10T00:30:00-00:00,2019-07-10T00:45:00-00:00,7/9/2019,18,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,71,,,,,,
2019-07-10T00:45:00-00:00,2019-07-10T01:00:00-00:00,7/9/2019,18,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,9,72,,,,,,
2019-07-10T01:00:00-00:00,2019-07-10T01:15:00-00:00,7/9/2019,19,interval,RD,RD_CLR_PRC,RTM,1.89,AS_CAISO_EXP,1,9,73,,,,,,
2019-07-10T01:15:00-00:00,2019-07-10T01:30:00-00:00,7/9/2019,19,interval,RD,RD_CLR_PRC,RTM,1.74,AS_CAISO_EXP,2,9,74,,,,,,
2019-07-10T01:30:00-00:00,2019-07-10T01:45:00-00:00,7/9/2019,19,interval,RD,RD_CLR_PRC,RTM,1.74,AS_CAISO_EXP,3,9,75,,,,,,
