INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_TYPE,ANC_TYPE,XML_DATA_ITEM,MARKET_RUN_ID,MW,ANC_REGION,OPR_INTERVAL,GROUP,OPR_TM
2019-07-08T00:15:00-00:00,2019-07-08T00:30:00-00:00,7/7/2019,18,interval,RU,RU_CLR_PRC,RTM,5.99,AS_CAISO_EXP,2,7,70
2019-07-08T00:30:00-00:00,2019-07-08T00:45:00-00:00,7/7/2019,18,interval,RU,RU_CLR_PRC,RTM,7.36224,AS_CAISO_EXP,3,7,71
2019-07-08T00:45:00-00:00,2019-07-08T01:00:00-00:00,7/7/2019,18,interval,RU,RU_CLR_PRC,RTM,12.98705,AS_CAISO_EXP,4,7,72
2019-07-08T01:00:00-00:00,2019-07-08T01:15:00-00:00,7/7/2019,19,interval,RU,RU_CLR_PRC,RTM,16.18786,AS_CAISO_EXP,1,7,73
2019-07-08T01:15:00-00:00,2019-07-08T01:30:00-00:00,7/7/2019,19,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,7,74
2019-07-08T01:30:00-00:00,2019-07-08T01:45:00-00:00,7/7/2019,19,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,3,7,75
2019-07-08T01:45:00-00:00,2019-07-08T02:00:00-00:00,7/7/2019,19,interval,RU,RU_CLR_PRC,RTM,34.6549,AS_CAISO_EXP,4,7,76
2019-07-08T02:00:00-00:00,2019-07-08T02:15:00-00:00,7/7/2019,20,interval,RU,RU_CLR_PRC,RTM,2.09144,AS_CAISO_EXP,1,7,77
2019-07-08T02:15:00-00:00,2019-07-08T02:30:00-00:00,7/7/2019,20,interval,RU,RU_CLR_PRC,RTM,2.72087,AS_CAISO_EXP,2,7,78
2019-07-08T02:30:00-00:00,2019-07-08T02:45:00-00:00,7/7/2019,20,interval,RU,RU_CLR_PRC,RTM,11.39811,AS_CAISO_EXP,3,7,79
2019-07-08T02:45:00-00:00,2019-07-08T03:00:00-00:00,7/7/2019,20,interval,RU,RU_CLR_PRC,RTM,14.3812,AS_CAISO_EXP,4,7,80
2019-07-08T03:00:00-00:00,2019-07-08T03:15:00-00:00,7/7/2019,21,interval,RU,RU_CLR_PRC,RTM,41.92243,AS_CAISO_EXP,1,7,81
2019-07-08T03:15:00-00:00,2019-07-08T03:30:00-00:00,7/7/2019,21,interval,RU,RU_CLR_PRC,RTM,0.11,AS_CAISO_EXP,2,7,82
2019-07-08T03:30:00-00:00,2019-07-08T03:45:00-00:00,7/7/2019,21,interval,RU,RU_CLR_PRC,RTM,0.11,AS_CAISO_EXP,3,7,83
2019-07-08T03:45:00-00:00,2019-07-08T04:00:00-00:00,7/7/2019,21,interval,RU,RU_CLR_PRC,RTM,5.99,AS_CAISO_EXP,4,7,84
2019-07-08T04:00:00-00:00,2019-07-08T04:15:00-00:00,7/7/2019,22,interval,RU,RU_CLR_PRC,RTM,10.26,AS_CAISO_EXP,1,7,85
2019-07-08T04:15:00-00:00,2019-07-08T04:30:00-00:00,7/7/2019,22,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,7,86
2019-07-08T04:30:00-00:00,2019-07-08T04:45:00-00:00,7/7/2019,22,interval,RU,RU_CLR_PRC,RTM,10.26,AS_CAISO_EXP,3,7,87
2019-07-08T04:45:00-00:00,2019-07-08T05:00:00-00:00,7/7/2019,22,interval,RU,RU_CLR_PRC,RTM,6.11,AS_CAISO_EXP,4,7,88
2019-07-08T05:00:00-00:00,2019-07-08T05:15:00-00:00,7/7/2019,23,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,7,89
2019-07-08T05:15:00-00:00,2019-07-08T05:30:00-00:00,7/7/2019,23,interval,RU,RU_CLR_PRC,RTM,23.46694,AS_CAISO_EXP,2,7,90
2019-07-08T05:30:00-00:00,2019-07-08T05:45:00-00:00,7/7/2019,23,interval,RU,RU_CLR_PRC,RTM,11.1165,AS_CAISO_EXP,3,7,91
2019-07-08T05:45:00-00:00,2019-07-08T06:00:00-00:00,7/7/2019,23,interval,RU,RU_CLR_PRC,RTM,11,AS_CAISO_EXP,4,7,92
2019-07-08T06:00:00-00:00,2019-07-08T06:15:00-00:00,7/7/2019,24,interval,RU,RU_CLR_PRC,RTM,26.65219,AS_CAISO_EXP,1,7,93
2019-07-08T06:15:00-00:00,2019-07-08T06:30:00-00:00,7/7/2019,24,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,7,94
2019-07-08T06:30:00-00:00,2019-07-08T06:45:00-00:00,7/7/2019,24,interval,RU,RU_CLR_PRC,RTM,9.01,AS_CAISO_EXP,3,7,95
2019-07-08T06:45:00-00:00,2019-07-08T07:00:00-00:00,7/7/2019,24,interval,RU,RU_CLR_PRC,RTM,9.01,AS_CAISO_EXP,4,7,96
2019-07-08T07:00:00-00:00,2019-07-08T07:15:00-00:00,7/8/2019,1,interval,RU,RU_CLR_PRC,RTM,1.69,AS_CAISO_EXP,1,8,1
2019-07-08T07:15:00-00:00,2019-07-08T07:30:00-00:00,7/8/2019,1,interval,RU,RU_CLR_PRC,RTM,8.81,AS_CAISO_EXP,2,8,2
2019-07-08T07:30:00-00:00,2019-07-08T07:45:00-00:00,7/8/2019,1,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,8,3
2019-07-08T07:45:00-00:00,2019-07-08T08:00:00-00:00,7/8/2019,1,interval,RU,RU_CLR_PRC,RTM,8.81,AS_CAISO_EXP,4,8,4
2019-07-08T08:00:00-00:00,2019-07-08T08:15:00-00:00,7/8/2019,2,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,1,8,5
2019-07-08T08:15:00-00:00,2019-07-08T08:30:00-00:00,7/8/2019,2,interval,RU,RU_CLR_PRC,RTM,23.16,AS_CAISO_EXP,2,8,6
2019-07-08T08:30:00-00:00,2019-07-08T08:45:00-00:00,7/8/2019,2,interval,RU,RU_CLR_PRC,RTM,23.16,AS_CAISO_EXP,3,8,7
2019-07-08T08:45:00-00:00,2019-07-08T09:00:00-00:00,7/8/2019,2,interval,RU,RU_CLR_PRC,RTM,23.16,AS_CAISO_EXP,4,8,8
2019-07-08T09:00:00-00:00,2019-07-08T09:15:00-00:00,7/8/2019,3,interval,RU,RU_CLR_PRC,RTM,6.94,AS_CAISO_EXP,1,8,9
2019-07-08T09:15:00-00:00,2019-07-08T09:30:00-00:00,7/8/2019,3,interval,RU,RU_CLR_PRC,RTM,6.94,AS_CAISO_EXP,2,8,10
2019-07-08T09:30:00-00:00,2019-07-08T09:45:00-00:00,7/8/2019,3,interval,RU,RU_CLR_PRC,RTM,6.94,AS_CAISO_EXP,3,8,11
2019-07-08T09:45:00-00:00,2019-07-08T10:00:00-00:00,7/8/2019,3,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,8,12
2019-07-08T10:00:00-00:00,2019-07-08T10:15:00-00:00,7/8/2019,4,interval,RU,RU_CLR_PRC,RTM,12.22,AS_CAISO_EXP,1,8,13
2019-07-08T10:15:00-00:00,2019-07-08T10:30:00-00:00,7/8/2019,4,interval,RU,RU_CLR_PRC,RTM,12.22,AS_CAISO_EXP,2,8,14
2019-07-08T10:30:00-00:00,2019-07-08T10:45:00-00:00,7/8/2019,4,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,15
2019-07-08T10:45:00-00:00,2019-07-08T11:00:00-00:00,7/8/2019,4,interval,RU,RU_CLR_PRC,RTM,23.16,AS_CAISO_EXP,4,8,16
2019-07-08T11:00:00-00:00,2019-07-08T11:15:00-00:00,7/8/2019,5,interval,RU,RU_CLR_PRC,RTM,7.67,AS_CAISO_EXP,1,8,17
2019-07-08T11:15:00-00:00,2019-07-08T11:30:00-00:00,7/8/2019,5,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,2,8,18
2019-07-08T11:30:00-00:00,2019-07-08T11:45:00-00:00,7/8/2019,5,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,3,8,19
2019-07-08T11:45:00-00:00,2019-07-08T12:00:00-00:00,7/8/2019,5,interval,RU,RU_CLR_PRC,RTM,7.67,AS_CAISO_EXP,4,8,20
2019-07-08T12:00:00-00:00,2019-07-08T12:15:00-00:00,7/8/2019,6,interval,RU,RU_CLR_PRC,RTM,15.22557,AS_CAISO_EXP,1,8,21
2019-07-08T12:15:00-00:00,2019-07-08T12:30:00-00:00,7/8/2019,6,interval,RU,RU_CLR_PRC,RTM,23.16,AS_CAISO_EXP,2,8,22
2019-07-08T12:30:00-00:00,2019-07-08T12:45:00-00:00,7/8/2019,6,interval,RU,RU_CLR_PRC,RTM,23.16,AS_CAISO_EXP,3,8,23
2019-07-08T12:45:00-00:00,2019-07-08T13:00:00-00:00,7/8/2019,6,interval,RU,RU_CLR_PRC,RTM,22.48113,AS_CAISO_EXP,4,8,24
2019-07-08T13:00:00-00:00,2019-07-08T13:15:00-00:00,7/8/2019,7,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,8,25
2019-07-08T13:15:00-00:00,2019-07-08T13:30:00-00:00,7/8/2019,7,interval,RU,RU_CLR_PRC,RTM,26.57,AS_CAISO_EXP,2,8,26
2019-07-08T13:30:00-00:00,2019-07-08T13:45:00-00:00,7/8/2019,7,interval,RU,RU_CLR_PRC,RTM,26.57,AS_CAISO_EXP,3,8,27
2019-07-08T13:45:00-00:00,2019-07-08T14:00:00-00:00,7/8/2019,7,interval,RU,RU_CLR_PRC,RTM,26.57,AS_CAISO_EXP,4,8,28
2019-07-08T14:00:00-00:00,2019-07-08T14:15:00-00:00,7/8/2019,8,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,8,29
2019-07-08T14:15:00-00:00,2019-07-08T14:30:00-00:00,7/8/2019,8,interval,RU,RU_CLR_PRC,RTM,16.54,AS_CAISO_EXP,2,8,30
2019-07-08T14:30:00-00:00,2019-07-08T14:45:00-00:00,7/8/2019,8,interval,RU,RU_CLR_PRC,RTM,16.54,AS_CAISO_EXP,3,8,31
2019-07-08T14:45:00-00:00,2019-07-08T15:00:00-00:00,7/8/2019,8,interval,RU,RU_CLR_PRC,RTM,26.33698,AS_CAISO_EXP,4,8,32
2019-07-08T15:00:00-00:00,2019-07-08T15:15:00-00:00,7/8/2019,9,interval,RU,RU_CLR_PRC,RTM,17.14,AS_CAISO_EXP,1,8,33
2019-07-08T15:15:00-00:00,2019-07-08T15:30:00-00:00,7/8/2019,9,interval,RU,RU_CLR_PRC,RTM,22.15482,AS_CAISO_EXP,2,8,34
2019-07-08T15:30:00-00:00,2019-07-08T15:45:00-00:00,7/8/2019,9,interval,RU,RU_CLR_PRC,RTM,22.15234,AS_CAISO_EXP,3,8,35
2019-07-08T15:45:00-00:00,2019-07-08T16:00:00-00:00,7/8/2019,9,interval,RU,RU_CLR_PRC,RTM,20.40546,AS_CAISO_EXP,4,8,36
2019-07-08T16:00:00-00:00,2019-07-08T16:15:00-00:00,7/8/2019,10,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,8,37
2019-07-08T16:15:00-00:00,2019-07-08T16:30:00-00:00,7/8/2019,10,interval,RU,RU_CLR_PRC,RTM,13.5,AS_CAISO_EXP,2,8,38
2019-07-08T16:30:00-00:00,2019-07-08T16:45:00-00:00,7/8/2019,10,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,39
2019-07-08T16:45:00-00:00,2019-07-08T17:00:00-00:00,7/8/2019,10,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,40
2019-07-08T17:00:00-00:00,2019-07-08T17:15:00-00:00,7/8/2019,11,interval,RU,RU_CLR_PRC,RTM,5.79,AS_CAISO_EXP,1,8,41
2019-07-08T17:15:00-00:00,2019-07-08T17:30:00-00:00,7/8/2019,11,interval,RU,RU_CLR_PRC,RTM,13,AS_CAISO_EXP,2,8,42
2019-07-08T17:30:00-00:00,2019-07-08T17:45:00-00:00,7/8/2019,11,interval,RU,RU_CLR_PRC,RTM,13,AS_CAISO_EXP,3,8,43
2019-07-08T17:45:00-00:00,2019-07-08T18:00:00-00:00,7/8/2019,11,interval,RU,RU_CLR_PRC,RTM,13,AS_CAISO_EXP,4,8,44
2019-07-08T18:00:00-00:00,2019-07-08T18:15:00-00:00,7/8/2019,12,interval,RU,RU_CLR_PRC,RTM,9.94,AS_CAISO_EXP,1,8,45
2019-07-08T18:15:00-00:00,2019-07-08T18:30:00-00:00,7/8/2019,12,interval,RU,RU_CLR_PRC,RTM,9.94,AS_CAISO_EXP,2,8,46
2019-07-08T18:30:00-00:00,2019-07-08T18:45:00-00:00,7/8/2019,12,interval,RU,RU_CLR_PRC,RTM,9.94,AS_CAISO_EXP,3,8,47
2019-07-08T18:45:00-00:00,2019-07-08T19:00:00-00:00,7/8/2019,12,interval,RU,RU_CLR_PRC,RTM,3.78,AS_CAISO_EXP,4,8,48
2019-07-08T19:00:00-00:00,2019-07-08T19:15:00-00:00,7/8/2019,13,interval,RU,RU_CLR_PRC,RTM,3.78,AS_CAISO_EXP,1,8,49
2019-07-08T19:15:00-00:00,2019-07-08T19:30:00-00:00,7/8/2019,13,interval,RU,RU_CLR_PRC,RTM,13,AS_CAISO_EXP,2,8,50
2019-07-08T19:30:00-00:00,2019-07-08T19:45:00-00:00,7/8/2019,13,interval,RU,RU_CLR_PRC,RTM,13,AS_CAISO_EXP,3,8,51
2019-07-08T19:45:00-00:00,2019-07-08T20:00:00-00:00,7/8/2019,13,interval,RU,RU_CLR_PRC,RTM,13,AS_CAISO_EXP,4,8,52
2019-07-08T20:00:00-00:00,2019-07-08T20:15:00-00:00,7/8/2019,14,interval,RU,RU_CLR_PRC,RTM,24.19538,AS_CAISO_EXP,1,8,53
2019-07-08T20:15:00-00:00,2019-07-08T20:30:00-00:00,7/8/2019,14,interval,RU,RU_CLR_PRC,RTM,24.97475,AS_CAISO_EXP,2,8,54
2019-07-08T20:30:00-00:00,2019-07-08T20:45:00-00:00,7/8/2019,14,interval,RU,RU_CLR_PRC,RTM,24.37289,AS_CAISO_EXP,3,8,55
2019-07-08T20:45:00-00:00,2019-07-08T21:00:00-00:00,7/8/2019,14,interval,RU,RU_CLR_PRC,RTM,25.32645,AS_CAISO_EXP,4,8,56
2019-07-08T21:00:00-00:00,2019-07-08T21:15:00-00:00,7/8/2019,15,interval,RU,RU_CLR_PRC,RTM,25.49636,AS_CAISO_EXP,1,8,57
2019-07-08T21:15:00-00:00,2019-07-08T21:30:00-00:00,7/8/2019,15,interval,RU,RU_CLR_PRC,RTM,25.55172,AS_CAISO_EXP,2,8,58
2019-07-08T21:30:00-00:00,2019-07-08T21:45:00-00:00,7/8/2019,15,interval,RU,RU_CLR_PRC,RTM,26.48573,AS_CAISO_EXP,3,8,59
2019-07-08T21:45:00-00:00,2019-07-08T22:00:00-00:00,7/8/2019,15,interval,RU,RU_CLR_PRC,RTM,26.8696,AS_CAISO_EXP,4,8,60
2019-07-08T22:00:00-00:00,2019-07-08T22:15:00-00:00,7/8/2019,16,interval,RU,RU_CLR_PRC,RTM,25.2634,AS_CAISO_EXP,1,8,61
2019-07-08T22:15:00-00:00,2019-07-08T22:30:00-00:00,7/8/2019,16,interval,RU,RU_CLR_PRC,RTM,25.7902,AS_CAISO_EXP,2,8,62
2019-07-08T22:30:00-00:00,2019-07-08T22:45:00-00:00,7/8/2019,16,interval,RU,RU_CLR_PRC,RTM,26.02331,AS_CAISO_EXP,3,8,63
2019-07-08T22:45:00-00:00,2019-07-08T23:00:00-00:00,7/8/2019,16,interval,RU,RU_CLR_PRC,RTM,26.57,AS_CAISO_EXP,4,8,64
2019-07-08T23:00:00-00:00,2019-07-08T23:15:00-00:00,7/8/2019,17,interval,RU,RU_CLR_PRC,RTM,21.57275,AS_CAISO_EXP,1,8,65
2019-07-08T23:15:00-00:00,2019-07-08T23:30:00-00:00,7/8/2019,17,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,8,66
2019-07-08T23:30:00-00:00,2019-07-08T23:45:00-00:00,7/8/2019,17,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,3,8,67
2019-07-08T23:45:00-00:00,2019-07-09T00:00:00-00:00,7/8/2019,17,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,68
2019-07-09T00:00:00-00:00,2019-07-09T00:15:00-00:00,7/8/2019,18,interval,RU,RU_CLR_PRC,RTM,29.69716,AS_CAISO_EXP,1,8,69
2019-07-09T00:15:00-00:00,2019-07-09T00:30:00-00:00,7/8/2019,18,interval,RU,RU_CLR_PRC,RTM,29.90684,AS_CAISO_EXP,2,8,70
2019-07-09T00:30:00-00:00,2019-07-09T00:45:00-00:00,7/8/2019,18,interval,RU,RU_CLR_PRC,RTM,30.613,AS_CAISO_EXP,3,8,71
2019-07-09T00:45:00-00:00,2019-07-09T01:00:00-00:00,7/8/2019,18,interval,RU,RU_CLR_PRC,RTM,32.26489,AS_CAISO_EXP,4,8,72
2019-07-09T01:00:00-00:00,2019-07-09T01:15:00-00:00,7/8/2019,19,interval,RU,RU_CLR_PRC,RTM,15.47345,AS_CAISO_EXP,1,8,73
2019-07-09T01:15:00-00:00,2019-07-09T01:30:00-00:00,7/8/2019,19,interval,RU,RU_CLR_PRC,RTM,29.71821,AS_CAISO_EXP,2,8,74
2019-07-09T01:30:00-00:00,2019-07-09T01:45:00-00:00,7/8/2019,19,interval,RU,RU_CLR_PRC,RTM,39.73238,AS_CAISO_EXP,3,8,75
2019-07-09T01:45:00-00:00,2019-07-09T02:00:00-00:00,7/8/2019,19,interval,RU,RU_CLR_PRC,RTM,45.54939,AS_CAISO_EXP,4,8,76
2019-07-09T02:00:00-00:00,2019-07-09T02:15:00-00:00,7/8/2019,20,interval,RU,RU_CLR_PRC,RTM,29.44065,AS_CAISO_EXP,1,8,77
2019-07-09T02:15:00-00:00,2019-07-09T02:30:00-00:00,7/8/2019,20,interval,RU,RU_CLR_PRC,RTM,41.176,AS_CAISO_EXP,2,8,78
2019-07-09T02:30:00-00:00,2019-07-09T02:45:00-00:00,7/8/2019,20,interval,RU,RU_CLR_PRC,RTM,42.81633,AS_CAISO_EXP,3,8,79
2019-07-09T02:45:00-00:00,2019-07-09T03:00:00-00:00,7/8/2019,20,interval,RU,RU_CLR_PRC,RTM,44.07213,AS_CAISO_EXP,4,8,80
2019-07-09T03:00:00-00:00,2019-07-09T03:15:00-00:00,7/8/2019,21,interval,RU,RU_CLR_PRC,RTM,25.09275,AS_CAISO_EXP,1,8,81
2019-07-09T03:15:00-00:00,2019-07-09T03:30:00-00:00,7/8/2019,21,interval,RU,RU_CLR_PRC,RTM,36.46,AS_CAISO_EXP,2,8,82
2019-07-09T03:30:00-00:00,2019-07-09T03:45:00-00:00,7/8/2019,21,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,8,83
2019-07-09T03:45:00-00:00,2019-07-09T04:00:00-00:00,7/8/2019,21,interval,RU,RU_CLR_PRC,RTM,18.0504,AS_CAISO_EXP,4,8,84
2019-07-09T04:00:00-00:00,2019-07-09T04:15:00-00:00,7/8/2019,22,interval,RU,RU_CLR_PRC,RTM,42,AS_CAISO_EXP,1,8,85
2019-07-09T04:15:00-00:00,2019-07-09T04:30:00-00:00,7/8/2019,22,interval,RU,RU_CLR_PRC,RTM,42,AS_CAISO_EXP,2,8,86
2019-07-09T04:30:00-00:00,2019-07-09T04:45:00-00:00,7/8/2019,22,interval,RU,RU_CLR_PRC,RTM,36.44083,AS_CAISO_EXP,3,8,87
2019-07-09T04:45:00-00:00,2019-07-09T05:00:00-00:00,7/8/2019,22,interval,RU,RU_CLR_PRC,RTM,28.15348,AS_CAISO_EXP,4,8,88
2019-07-09T05:00:00-00:00,2019-07-09T05:15:00-00:00,7/8/2019,23,interval,RU,RU_CLR_PRC,RTM,14.12811,AS_CAISO_EXP,1,8,89
2019-07-09T05:15:00-00:00,2019-07-09T05:30:00-00:00,7/8/2019,23,interval,RU,RU_CLR_PRC,RTM,10.2338,AS_CAISO_EXP,2,8,90
2019-07-09T05:30:00-00:00,2019-07-09T05:45:00-00:00,7/8/2019,23,interval,RU,RU_CLR_PRC,RTM,8.18106,AS_CAISO_EXP,3,8,91
2019-07-09T05:45:00-00:00,2019-07-09T06:00:00-00:00,7/8/2019,23,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,8,92
2019-07-09T06:00:00-00:00,2019-07-09T06:15:00-00:00,7/8/2019,24,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,8,93
2019-07-09T06:15:00-00:00,2019-07-09T06:30:00-00:00,7/8/2019,24,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,8,94
2019-07-09T06:30:00-00:00,2019-07-09T06:45:00-00:00,7/8/2019,24,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,8,95
2019-07-09T06:45:00-00:00,2019-07-09T07:00:00-00:00,7/8/2019,24,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,4,8,96
2019-07-09T07:00:00-00:00,2019-07-09T07:15:00-00:00,7/9/2019,1,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,1,9,1
2019-07-09T07:15:00-00:00,2019-07-09T07:30:00-00:00,7/9/2019,1,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,2,9,2
2019-07-09T07:30:00-00:00,2019-07-09T07:45:00-00:00,7/9/2019,1,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,3
2019-07-09T07:45:00-00:00,2019-07-09T08:00:00-00:00,7/9/2019,1,interval,RU,RU_CLR_PRC,RTM,17.65768,AS_CAISO_EXP,4,9,4
2019-07-09T08:00:00-00:00,2019-07-09T08:15:00-00:00,7/9/2019,2,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,5
2019-07-09T08:15:00-00:00,2019-07-09T08:30:00-00:00,7/9/2019,2,interval,RU,RU_CLR_PRC,RTM,29.43757,AS_CAISO_EXP,2,9,6
2019-07-09T08:30:00-00:00,2019-07-09T08:45:00-00:00,7/9/2019,2,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,3,9,7
2019-07-09T08:45:00-00:00,2019-07-09T09:00:00-00:00,7/9/2019,2,interval,RU,RU_CLR_PRC,RTM,28.59538,AS_CAISO_EXP,4,9,8
2019-07-09T09:00:00-00:00,2019-07-09T09:15:00-00:00,7/9/2019,3,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,1,9,9
2019-07-09T09:15:00-00:00,2019-07-09T09:30:00-00:00,7/9/2019,3,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,2,9,10
2019-07-09T09:30:00-00:00,2019-07-09T09:45:00-00:00,7/9/2019,3,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,3,9,11
2019-07-09T09:45:00-00:00,2019-07-09T10:00:00-00:00,7/9/2019,3,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,4,9,12
2019-07-09T10:00:00-00:00,2019-07-09T10:15:00-00:00,7/9/2019,4,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,1,9,13
2019-07-09T10:15:00-00:00,2019-07-09T10:30:00-00:00,7/9/2019,4,interval,RU,RU_CLR_PRC,RTM,17.65,AS_CAISO_EXP,2,9,14
2019-07-09T10:30:00-00:00,2019-07-09T10:45:00-00:00,7/9/2019,4,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,15
2019-07-09T10:45:00-00:00,2019-07-09T11:00:00-00:00,7/9/2019,4,interval,RU,RU_CLR_PRC,RTM,17.65,AS_CAISO_EXP,4,9,16
2019-07-09T11:00:00-00:00,2019-07-09T11:15:00-00:00,7/9/2019,5,interval,RU,RU_CLR_PRC,RTM,53,AS_CAISO_EXP,1,9,17
2019-07-09T11:15:00-00:00,2019-07-09T11:30:00-00:00,7/9/2019,5,interval,RU,RU_CLR_PRC,RTM,28.76809,AS_CAISO_EXP,2,9,18
2019-07-09T11:30:00-00:00,2019-07-09T11:45:00-00:00,7/9/2019,5,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,19
2019-07-09T11:45:00-00:00,2019-07-09T12:00:00-00:00,7/9/2019,5,interval,RU,RU_CLR_PRC,RTM,33.56352,AS_CAISO_EXP,4,9,20
2019-07-09T12:00:00-00:00,2019-07-09T12:15:00-00:00,7/9/2019,6,interval,RU,RU_CLR_PRC,RTM,1.88,AS_CAISO_EXP,1,9,21
2019-07-09T12:15:00-00:00,2019-07-09T12:30:00-00:00,7/9/2019,6,interval,RU,RU_CLR_PRC,RTM,1.88,AS_CAISO_EXP,2,9,22
2019-07-09T12:30:00-00:00,2019-07-09T12:45:00-00:00,7/9/2019,6,interval,RU,RU_CLR_PRC,RTM,1.88,AS_CAISO_EXP,3,9,23
2019-07-09T12:45:00-00:00,2019-07-09T13:00:00-00:00,7/9/2019,6,interval,RU,RU_CLR_PRC,RTM,9.468,AS_CAISO_EXP,4,9,24
2019-07-09T13:00:00-00:00,2019-07-09T13:15:00-00:00,7/9/2019,7,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,25
2019-07-09T13:15:00-00:00,2019-07-09T13:30:00-00:00,7/9/2019,7,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,9,26
2019-07-09T13:30:00-00:00,2019-07-09T13:45:00-00:00,7/9/2019,7,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,9,27
2019-07-09T13:45:00-00:00,2019-07-09T14:00:00-00:00,7/9/2019,7,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,9,28
2019-07-09T14:00:00-00:00,2019-07-09T14:15:00-00:00,7/9/2019,8,interval,RU,RU_CLR_PRC,RTM,5.99,AS_CAISO_EXP,1,9,29
2019-07-09T14:15:00-00:00,2019-07-09T14:30:00-00:00,7/9/2019,8,interval,RU,RU_CLR_PRC,RTM,29.79089,AS_CAISO_EXP,2,9,30
2019-07-09T14:30:00-00:00,2019-07-09T14:45:00-00:00,7/9/2019,8,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,3,9,31
2019-07-09T14:45:00-00:00,2019-07-09T15:00:00-00:00,7/9/2019,8,interval,RU,RU_CLR_PRC,RTM,27.66975,AS_CAISO_EXP,4,9,32
2019-07-09T15:00:00-00:00,2019-07-09T15:15:00-00:00,7/9/2019,9,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,33
2019-07-09T15:15:00-00:00,2019-07-09T15:30:00-00:00,7/9/2019,9,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,9,34
2019-07-09T15:30:00-00:00,2019-07-09T15:45:00-00:00,7/9/2019,9,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,9,35
2019-07-09T15:45:00-00:00,2019-07-09T16:00:00-00:00,7/9/2019,9,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,9,36
2019-07-09T16:00:00-00:00,2019-07-09T16:15:00-00:00,7/9/2019,10,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,9,37
2019-07-09T16:15:00-00:00,2019-07-09T16:30:00-00:00,7/9/2019,10,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,9,38
2019-07-09T16:30:00-00:00,2019-07-09T16:45:00-00:00,7/9/2019,10,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,9,39
